,dataset,k,model,sct_method,W,cutoff,proved_exact,h_tot,regions,h_regions,del_e,time
22,ecodemo_NUTS1,20,mdd,full_order_CL,20.0,60.0,current-best,0.83615416,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (15, 24), (89, 90), (25, 27), (5, 12), (40, 51), (41, 42), (39, 40), (81, 83), (42, 43), (77, 79), (90, 91), (55, 65), (15, 29)]",63.097694873809814
23,ecodemo_NUTS1,20,mdd,full_order_CL,20.0,120.0,current-best,0.83615416,"[[0], [1, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [2, 5, 9, 42, 13, 18, 19, 20, 21, 31], [8], [12], [33, 22, 25, 26, 28], [24], [29], [32, 64, 41, 44, 53, 54, 55, 63], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 80, 84, 88], [37], [40, 43, 52, 62], [57, 50, 51], [65], [76, 70, 79], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.1887224837813554, 0.0871675947679577, 0.0, 0.0, 0.03188183885082335, 0.0, 0.0, 0.08239145981213278, 0.24158486672877136, 0.0, 0.047396097543956656, 0.013990188433240678, 0.0, 0.02886932619512495, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (15, 24), (89, 90), (25, 27), (5, 12), (40, 51), (41, 42), (39, 40), (81, 83), (42, 43), (77, 79), (90, 91), (55, 65), (15, 29)]",127.49548554420471
24,ecodemo_NUTS1,5,mdd,MST,5.0,60.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",5.917021989822388
25,ecodemo_NUTS1,5,mdd,MST,5.0,120.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",5.463680505752564
26,ecodemo_NUTS1,5,mdd,MST,10.0,60.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",4.6367716789245605
27,ecodemo_NUTS1,5,mdd,MST,10.0,120.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",5.52226710319519
28,ecodemo_NUTS1,5,mdd,MST,20.0,60.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",4.711821794509888
29,ecodemo_NUTS1,5,mdd,MST,20.0,120.0,proved,3.62290927,"[[0], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 41, 42, 43, 44, 51, 52, 53, 54, 55, 62, 63, 64, 65], [34, 35, 45, 46, 47, 48, 49, 50, 56, 57, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 2.5633705449906214, 0.4576542498218689, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (77, 78), (0, 1), (50, 51)]",4.833132982254028
30,ecodemo_NUTS1,10,mdd,MST,5.0,60.0,current-best,2.01912737,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [5, 9, 12, 13, 18, 19, 31], [8], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.44502049982530506, 0.17995117812182332, 0.0, 0.3727863349171628, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (77, 78), (0, 1), (39, 40), (7, 8), (28, 37), (31, 42), (25, 27)]",68.37119030952454
31,ecodemo_NUTS1,10,mdd,MST,5.0,120.0,current-best,2.01912737,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [5, 9, 12, 13, 18, 19, 31], [8], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.44502049982530506, 0.17995117812182332, 0.0, 0.3727863349171628, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (77, 78), (0, 1), (39, 40), (7, 8), (28, 37), (31, 42), (25, 27)]",140.2240695953369
32,ecodemo_NUTS1,10,mdd,MST,10.0,60.0,current-best,2.01912737,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [5, 9, 12, 13, 18, 19, 31], [8], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.44502049982530506, 0.17995117812182332, 0.0, 0.3727863349171628, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (0, 1), (39, 40), (77, 78), (7, 8), (28, 37), (31, 42), (25, 27)]",66.91317892074585
33,ecodemo_NUTS1,10,mdd,MST,10.0,120.0,current-best,2.01912737,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [5, 9, 12, 13, 18, 19, 31], [8], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.44502049982530506, 0.17995117812182332, 0.0, 0.3727863349171628, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (0, 1), (39, 40), (77, 78), (7, 8), (28, 37), (31, 42), (25, 27)]",146.72294163703918
34,ecodemo_NUTS1,10,mdd,MST,20.0,60.0,current-best,2.01912737,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [5, 9, 12, 13, 18, 19, 31], [8], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.44502049982530506, 0.17995117812182332, 0.0, 0.3727863349171628, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (0, 1), (39, 40), (77, 78), (7, 8), (31, 42), (28, 37), (25, 27)]",67.8840446472168
35,ecodemo_NUTS1,10,mdd,MST,20.0,120.0,current-best,2.01912737,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 24, 27, 29, 30], [5, 9, 12, 13, 18, 19, 31], [8], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 79, 80, 84, 88], [37], [78, 81, 82, 83, 85, 86], [87, 89, 90, 91, 92, 93]]","[0.0, 0.44502049982530506, 0.17995117812182332, 0.0, 0.3727863349171628, 0.03188183885082335, 0.3876030692814538, 0.0, 0.2596404115469871, 0.3422440726980614]","[(86, 89), (50, 61), (0, 1), (39, 40), (77, 78), (7, 8), (31, 42), (28, 37), (25, 27)]",141.05065751075745
36,ecodemo_NUTS1,15,mdd,MST,5.0,60.0,current-best,1.18300457,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [24], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.28168512678609603, 0.035393204392677506, 0.0, 0.0, 0.3727863349171628, 0.03188183885082335, 0.0, 0.26842647450518103, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (50, 61), (77, 78), (0, 1), (39, 40), (7, 8), (28, 37), (31, 42), (25, 27), (89, 90), (81, 83), (5, 12), (15, 24), (61, 70)]",66.55496621131897
37,ecodemo_NUTS1,15,mdd,MST,5.0,120.0,current-best,1.18300457,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [24], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.28168512678609603, 0.035393204392677506, 0.0, 0.0, 0.3727863349171628, 0.03188183885082335, 0.0, 0.26842647450518103, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (50, 61), (77, 78), (0, 1), (39, 40), (7, 8), (28, 37), (31, 42), (25, 27), (89, 90), (81, 83), (5, 12), (15, 24), (61, 70)]",133.02609658241272
38,ecodemo_NUTS1,15,mdd,MST,10.0,60.0,current-best,1.18300457,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [24], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.28168512678609603, 0.035393204392677506, 0.0, 0.0, 0.3727863349171628, 0.03188183885082335, 0.0, 0.26842647450518103, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (50, 61), (0, 1), (39, 40), (77, 78), (7, 8), (28, 37), (25, 27), (89, 90), (31, 42), (15, 24), (81, 83), (61, 70), (5, 12)]",64.85954189300537
39,ecodemo_NUTS1,15,mdd,MST,10.0,120.0,current-best,1.18300457,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [24], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.28168512678609603, 0.035393204392677506, 0.0, 0.0, 0.3727863349171628, 0.03188183885082335, 0.0, 0.26842647450518103, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (50, 61), (0, 1), (39, 40), (77, 78), (7, 8), (28, 37), (25, 27), (89, 90), (31, 42), (15, 24), (81, 83), (61, 70), (5, 12)]",130.64977741241458
40,ecodemo_NUTS1,15,mdd,MST,20.0,60.0,current-best,1.18300457,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [24], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.28168512678609603, 0.035393204392677506, 0.0, 0.0, 0.3727863349171628, 0.03188183885082335, 0.0, 0.26842647450518103, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (89, 90), (39, 40), (31, 42), (25, 27), (5, 12), (81, 83), (61, 70), (15, 24)]",64.44505381584167
41,ecodemo_NUTS1,15,mdd,MST,20.0,120.0,current-best,1.18300457,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 29, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 65, 64, 40, 41, 42, 43, 44, 50, 51, 20, 21, 53, 54, 55, 52, 57, 62, 63], [33, 22, 25, 26, 28], [24], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 91, 93]]","[0.0, 0.28168512678609603, 0.035393204392677506, 0.0, 0.0, 0.3727863349171628, 0.03188183885082335, 0.0, 0.26842647450518103, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.06498045809565642]","[(86, 89), (50, 61), (28, 37), (0, 1), (77, 78), (7, 8), (89, 90), (39, 40), (31, 42), (25, 27), (5, 12), (81, 83), (61, 70), (15, 24)]",129.72031927108765
42,ecodemo_NUTS1,20,mdd,MST,5.0,60.0,current-best,0.85625088,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 64, 41, 44, 20, 21, 53, 54, 55, 63], [33, 22, 25, 26, 28], [24], [29], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [40, 42, 43, 52, 62], [57, 50, 51], [65], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.21631614275663164, 0.035393204392677506, 0.0, 0.0, 0.10464811096388282, 0.03188183885082335, 0.0, 0.0, 0.26842647450518103, 0.0, 0.05346261408809044, 0.013990188433240678, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (40, 51), (0, 1), (7, 8), (77, 78), (41, 42), (28, 37), (89, 90), (25, 27), (15, 24), (81, 83), (39, 40), (5, 12), (50, 61), (61, 70), (15, 29), (31, 42), (90, 91), (55, 65)]",65.31531047821045
43,ecodemo_NUTS1,20,mdd,MST,5.0,120.0,current-best,0.85625088,"[[0], [1, 2, 3, 4, 36, 6, 7, 38, 39, 10, 11, 14, 15, 16, 17, 23, 27, 30], [5, 9, 13, 18, 19, 31], [8], [12], [32, 64, 41, 44, 20, 21, 53, 54, 55, 63], [33, 22, 25, 26, 28], [24], [29], [34, 35, 45, 46, 47, 48, 49, 56, 58, 59, 60, 61, 66, 67, 68, 69, 71, 72, 73, 74, 75, 77, 79, 80, 84, 88], [37], [40, 42, 43, 52, 62], [57, 50, 51], [65], [76, 70], [78, 82, 83, 85, 86], [81], [89, 92, 87], [90, 93], [91]]","[0.0, 0.21631614275663164, 0.035393204392677506, 0.0, 0.0, 0.10464811096388282, 0.03188183885082335, 0.0, 0.0, 0.26842647450518103, 0.0, 0.05346261408809044, 0.013990188433240678, 0.0, 0.01798197921708821, 0.05935835736335536, 0.0, 0.05051082846535193, 0.00428115801344959, 0.0]","[(86, 89), (40, 51), (0, 1), (7, 8), (77, 78), (41, 42), (28, 37), (89, 90), (25, 27), (15, 24), (81, 83), (39, 40), (5, 12), (50, 61), (61, 70), (15, 29), (31, 42), (90, 91), (55, 65)]",131.6367166042328
